17 1 T1-C
17 2 T2-C
17 3 T3-C
17 4 T4-C
17 5 T5-C
17 6 T6-C
17 7 T7-C
17 8 T8-C
17 9 T9-C
17 10 T1-S
17 11 T2-S
17 12 T3-S
17 13 T4-S
17 14 T5-S
17 15 T6-S
17 16 T7-S
17 17 T8-S
17 18 T9-S
17 19 trg1
17 20 trg2
17 21 WCX
17 22 WCY
17 23 NIM
17 32 null
